task,model,test_cell,epoch,train_huber,val_mae,val_rmse,learning_rate
soh,mission_phase_transformer,VAH10,7,0.005081316306903337,1.0974773168563843,1.444532871246338,0.002
soh,mission_phase_transformer,VAH10,8,0.005140665116971559,1.1516939401626587,1.5067716836929321,0.002
soh,mission_phase_transformer,VAH10,9,0.004675617142036965,1.0433684587478638,1.4229326248168945,0.002
soh,mission_phase_transformer,VAH10,10,0.0048910451618014725,0.8355134725570679,1.263561487197876,0.002
soh,mission_phase_transformer,VAH10,11,0.004866591951576477,1.2863459587097168,1.59419584274292,0.002
soh,mission_phase_transformer,VAH10,12,0.004814073393716398,1.053664207458496,1.5265883207321167,0.002
soh,mission_phase_transformer,VAH10,13,0.004130140614477513,1.0715186595916748,1.5685616731643677,0.002
soh,mission_phase_transformer,VAH10,14,0.0052179396434384115,0.9978389739990234,1.5541186332702637,0.001
soh,mission_phase_transformer,VAH10,15,0.0036419096587834688,1.074689507484436,1.545626163482666,0.001
soh,mission_phase_transformer,VAH10,16,0.00344864316299916,1.0647691488265991,1.6491830348968506,0.001
soh,mission_phase_transformer,VAH10,17,0.0036206667650662237,1.1189181804656982,1.619529366493225,0.001
soh,mission_phase_transformer,VAH10,18,0.0035079796986796107,1.1212053298950195,1.656166672706604,0.0005
soh,mission_phase_transformer,VAH11,1,0.01985266492407278,2.186594247817993,4.197009086608887,0.002
soh,mission_phase_transformer,VAH11,2,0.007069545388014994,2.248897075653076,4.080713748931885,0.002
soh,mission_phase_transformer,VAH11,3,0.006489818012391791,2.0219786167144775,4.150492191314697,0.002
soh,mission_phase_transformer,VAH11,4,0.006059252394445808,1.8690354824066162,3.8280065059661865,0.002
soh,mission_phase_transformer,VAH11,5,0.005143020396297719,1.9231327772140503,3.6390655040740967,0.002
soh,mission_phase_transformer,VAH11,6,0.005241951884428698,2.2144618034362793,3.966285467147827,0.002
soh,mission_phase_transformer,VAH11,7,0.005051869010550486,1.8514230251312256,3.5410523414611816,0.002
soh,mission_phase_transformer,VAH11,8,0.004678945902717649,1.9284340143203735,3.512364387512207,0.002
soh,mission_phase_transformer,VAH11,9,0.004484819710902854,1.8554641008377075,3.501962423324585,0.002
soh,mission_phase_transformer,VAH11,10,0.0050005698161981645,2.0512492656707764,3.5690102577209473,0.002
soh,mission_phase_transformer,VAH11,11,0.0045372447645124015,1.9559603929519653,3.3729090690612793,0.001
soh,mission_phase_transformer,VAH11,12,0.004147188619678705,1.7908965349197388,3.290722608566284,0.001
soh,mission_phase_transformer,VAH11,13,0.0036957364659146257,1.7503427267074585,3.3264806270599365,0.001
soh,mission_phase_transformer,VAH11,14,0.003580401181048878,1.774843454360962,3.218184232711792,0.001
soh,mission_phase_transformer,VAH11,15,0.003796137738827479,1.6889581680297852,3.14467716217041,0.001
soh,mission_phase_transformer,VAH11,16,0.0035788427664112613,1.6507768630981445,3.188843250274658,0.001
soh,mission_phase_transformer,VAH11,17,0.003947708792843004,1.786348581314087,3.209702730178833,0.001
soh,mission_phase_transformer,VAH11,18,0.0036718544873106124,1.9170887470245361,3.2515041828155518,0.001
soh,mission_phase_transformer,VAH11,19,0.0036809847310575097,1.7148126363754272,3.1090755462646484,0.001
soh,mission_phase_transformer,VAH11,20,0.0038567738918171093,1.5943604707717896,3.087266683578491,0.001
soh,mission_phase_transformer,VAH11,21,0.003537873441235875,1.5595122575759888,3.0683517456054688,0.001
soh,mission_phase_transformer,VAH11,22,0.0035178556622799434,1.7113195657730103,3.068718671798706,0.001
soh,mission_phase_transformer,VAH11,23,0.003642750112731884,1.6248596906661987,3.0314722061157227,0.001
soh,mission_phase_transformer,VAH11,24,0.00356623556312216,1.6989644765853882,3.0639219284057617,0.001
soh,mission_phase_transformer,VAH11,25,0.0035164022370811976,1.5310088396072388,2.9143998622894287,0.001
soh,mission_phase_transformer,VAH11,26,0.0035157914279748356,1.6537178754806519,2.9359354972839355,0.001
soh,mission_phase_transformer,VAH11,27,0.0034778049231793612,1.6233991384506226,2.914829730987549,0.001
soh,mission_phase_transformer,VAH11,28,0.0034044175334645337,1.60927414894104,2.9533255100250244,0.001
soh,mission_phase_transformer,VAH11,29,0.0036101998371807025,1.5790365934371948,2.9990999698638916,0.0005
soh,mission_phase_transformer,VAH11,30,0.003198614637464668,1.6843438148498535,2.999845266342163,0.0005
soh,mission_phase_transformer,VAH11,31,0.003099111196959158,1.733403205871582,3.015672445297241,0.0005
soh,mission_phase_transformer,VAH11,32,0.00316634054385557,1.5863685607910156,2.926922082901001,0.0005
soh,mission_phase_transformer,VAH11,33,0.0030682849771663015,1.631351113319397,2.926844596862793,0.00025
soh,mission_phase_transformer,VAH12,1,0.01985266492407278,2.7397515773773193,4.513397216796875,0.002
soh,mission_phase_transformer,VAH12,2,0.007069545388014994,2.518448829650879,4.235820770263672,0.002
soh,mission_phase_transformer,VAH12,3,0.006489818012391791,2.5250041484832764,4.380384922027588,0.002
soh,mission_phase_transformer,VAH12,4,0.006059252394445808,2.534113645553589,4.104101181030273,0.002
soh,mission_phase_transformer,VAH12,5,0.005143020396297719,2.4089581966400146,3.8480207920074463,0.002
soh,mission_phase_transformer,VAH12,6,0.005241951884428698,2.3302464485168457,4.039752960205078,0.002
soh,mission_phase_transformer,VAH12,7,0.005051869010550486,2.388211250305176,3.793457269668579,0.002
soh,mission_phase_transformer,VAH12,8,0.004678945902717649,2.1732897758483887,3.648951530456543,0.002
soh,mission_phase_transformer,VAH12,9,0.004484819710902854,2.2803072929382324,3.6930582523345947,0.002
soh,mission_phase_transformer,VAH12,10,0.0050005698161981645,2.1811234951019287,3.653351068496704,0.002
soh,mission_phase_transformer,VAH12,11,0.0045372447645124015,2.172503709793091,3.506509780883789,0.002
soh,mission_phase_transformer,VAH12,12,0.004767674569870326,2.029815912246704,3.353116512298584,0.002
soh,mission_phase_transformer,VAH12,13,0.004289888188328721,2.2329959869384766,3.477598190307617,0.002
soh,mission_phase_transformer,VAH12,14,0.004369476928232253,2.252767562866211,3.5182342529296875,0.002
soh,mission_phase_transformer,VAH12,15,0.00417864108430128,2.140329360961914,3.3669610023498535,0.002
soh,mission_phase_transformer,VAH12,16,0.004503470438072346,2.1928799152374268,3.4992218017578125,0.001
soh,mission_phase_transformer,VAH12,17,0.004033644617955762,2.056039571762085,3.3679494857788086,0.001
soh,mission_phase_transformer,VAH12,18,0.0035239697639265276,2.0507304668426514,3.3315629959106445,0.001
soh,mission_phase_transformer,VAH12,19,0.0034152944237183015,2.2097513675689697,3.3298768997192383,0.001
soh,mission_phase_transformer,VAH12,20,0.003725937912922187,2.0099828243255615,3.231175422668457,0.001
soh,mission_phase_transformer,VAH12,21,0.0033438663185764127,2.0851938724517822,3.2502589225769043,0.001
soh,mission_phase_transformer,VAH12,22,0.0034857415801564018,1.9534035921096802,3.1400561332702637,0.001
soh,mission_phase_transformer,VAH12,23,0.0036631582590579033,2.0272903442382812,3.1936943531036377,0.001
soh,mission_phase_transformer,VAH12,24,0.0035269679217485883,1.9319008588790894,3.143381118774414,0.001
soh,mission_phase_transformer,VAH12,25,0.0035280735221992878,1.982968807220459,3.0979912281036377,0.001
soh,mission_phase_transformer,VAH12,26,0.0033593354847444414,1.9031988382339478,3.0197103023529053,0.001
soh,mission_phase_transformer,VAH12,27,0.003387944358908668,1.9404466152191162,3.0053625106811523,0.001
soh,mission_phase_transformer,VAH12,28,0.003455052848271244,1.9260690212249756,3.086422920227051,0.001
soh,mission_phase_transformer,VAH12,29,0.0036509828723482796,1.960803508758545,3.1948859691619873,0.001
soh,mission_phase_transformer,VAH12,30,0.0034238484451527464,2.040137529373169,3.130143165588379,0.0005
soh,mission_phase_transformer,VAH12,31,0.0030513101581804885,1.9172290563583374,3.0546891689300537,0.0005
soh,mission_phase_transformer,VAH12,32,0.0031437885929413286,1.9908920526504517,3.072953462600708,0.0005
soh,mission_phase_transformer,VAH12,33,0.0030424372954380814,1.980615258216858,3.0677292346954346,0.0005
soh,mission_phase_transformer,VAH12,34,0.0030344541096736935,1.8962966203689575,2.9939982891082764,0.0005
soh,mission_phase_transformer,VAH12,35,0.0030101084221946747,1.9507814645767212,3.0390517711639404,0.0005
soh,mission_phase_transformer,VAH12,36,0.0031080799851930636,1.9468564987182617,3.0068721771240234,0.0005
soh,mission_phase_transformer,VAH12,37,0.0031946421261389215,1.9217865467071533,2.9735708236694336,0.0005
soh,mission_phase_transformer,VAH12,38,0.003040037547313423,1.9315927028656006,2.9875059127807617,0.00025
soh,mission_phase_transformer,VAH12,39,0.002894463714563648,1.901691198348999,2.9657657146453857,0.00025
soh,mission_phase_transformer,VAH12,40,0.002858410521503529,1.923932671546936,2.984335422515869,0.00025
soh,mission_phase_transformer,VAH12,41,0.0029011443888959706,1.908790946006775,2.9287548065185547,0.00025
soh,mission_phase_transformer,VAH12,42,0.0028003209394978977,1.8950085639953613,2.9531564712524414,0.00025
soh,mission_phase_transformer,VAH12,43,0.0028423915630571427,1.920668363571167,2.9255573749542236,0.00025
soh,mission_phase_transformer,VAH12,44,0.002992834725666694,1.9074156284332275,2.9382846355438232,0.00025
soh,mission_phase_transformer,VAH12,45,0.00291812251241901,1.923559546470642,2.942625045776367,0.00025
soh,mission_phase_transformer,VAH12,46,0.00279898799696273,1.956367015838623,2.9407875537872314,0.000125
soh,mission_phase_transformer,VAH12,47,0.002889209563120556,1.8923641443252563,2.9169788360595703,0.000125
soh,mission_phase_transformer,VAH12,48,0.0026691043546756914,1.914486289024353,2.9146411418914795,0.000125
soh,mission_phase_transformer,VAH12,49,0.002726781178180308,1.9006551504135132,2.9150586128234863,0.000125
soh,mission_phase_transformer,VAH12,50,0.0027701805122476134,1.8800255060195923,2.913750410079956,0.000125
soh,mission_phase_transformer,VAH12,51,0.002792613848717257,1.8711260557174683,2.8940155506134033,0.000125
soh,mission_phase_transformer,VAH12,52,0.002647431078566235,1.9124329090118408,2.9091384410858154,0.000125
soh,mission_phase_transformer,VAH12,53,0.0026627996084739357,1.8736169338226318,2.894188165664673,0.000125
soh,mission_phase_transformer,VAH12,54,0.0025592894040432006,1.8906500339508057,2.8927102088928223,0.000125
soh,mission_phase_transformer,VAH12,55,0.002739342124140779,1.9094740152359009,2.8818302154541016,6.25e-05
soh,mission_phase_transformer,VAH12,56,0.002635162774032866,1.905856728553772,2.9040396213531494,6.25e-05
soh,mission_phase_transformer,VAH12,57,0.002722529391622357,1.916977882385254,2.903351068496704,6.25e-05
soh,mission_phase_transformer,VAH12,58,0.0027156798166005436,1.8885517120361328,2.873824119567871,6.25e-05
soh,mission_phase_transformer,VAH12,59,0.0026577251934232727,1.8823397159576416,2.883390426635742,3.125e-05
soh,mission_phase_transformer,VAH13,1,0.018886105756737492,2.324150562286377,4.480809211730957,0.002
soh,mission_phase_transformer,VAH13,2,0.008332754456145203,2.1104929447174072,4.3555803298950195,0.002
soh,mission_phase_transformer,VAH13,3,0.005756229008704998,2.2052881717681885,4.155660152435303,0.002
soh,mission_phase_transformer,VAH13,4,0.00585366727470844,2.06134295463562,4.275583267211914,0.002
soh,mission_phase_transformer,VAH13,5,0.006389716661266639,2.2342772483825684,4.214517116546631,0.002
soh,mission_phase_transformer,VAH13,6,0.005291679581461881,2.083061456680298,4.3057732582092285,0.002
soh,mission_phase_transformer,VAH13,7,0.004389093276395297,1.975204586982727,3.981437921524048,0.002
soh,mission_phase_transformer,VAH13,8,0.0044449040155373236,1.938811182975769,3.852111577987671,0.002
soh,mission_phase_transformer,VAH13,9,0.004921045653965563,1.8738465309143066,3.914264678955078,0.002
soh,mission_phase_transformer,VAH13,10,0.00413462340399746,1.964011549949646,3.515437364578247,0.002
soh,mission_phase_transformer,VAH13,11,0.00406270890149909,1.7782407999038696,3.5237908363342285,0.002
soh,mission_phase_transformer,VAH13,12,0.004275896377683311,1.8353368043899536,3.3948094844818115,0.002
soh,mission_phase_transformer,VAH13,13,0.004428267644311918,1.6692861318588257,3.234621524810791,0.002
soh,mission_phase_transformer,VAH13,14,0.004614599438477756,1.658922791481018,3.176565408706665,0.002
soh,mission_phase_transformer,VAH13,15,0.0039359039168084435,1.4529691934585571,2.7653908729553223,0.002
soh,mission_phase_transformer,VAH13,16,0.004266501977047527,1.6082791090011597,2.744044303894043,0.002
soh,mission_phase_transformer,VAH13,17,0.0037533420228437154,1.8522826433181763,2.9753823280334473,0.002
soh,mission_phase_transformer,VAH13,18,0.003970756261505017,1.5077564716339111,2.7987849712371826,0.002
soh,mission_phase_transformer,VAH13,19,0.0038153570241833855,1.493820309638977,2.620582342147827,0.001
soh,mission_phase_transformer,VAH13,20,0.003212244628851045,1.4619351625442505,2.5989081859588623,0.001
soh,mission_phase_transformer,VAH13,21,0.0031106637004655207,1.4867687225341797,2.569901466369629,0.001
soh,mission_phase_transformer,VAH13,22,0.003064549462042918,1.546140193939209,2.5680184364318848,0.001
soh,mission_phase_transformer,VAH13,23,0.0033124142242448133,1.4660999774932861,2.614964008331299,0.0005
soh,mission_phase_transformer,VAH15,1,0.020176498939256333,1.9509243965148926,2.387540817260742,0.002
soh,mission_phase_transformer,VAH15,2,0.008518120659656427,1.435180902481079,1.7696627378463745,0.002
soh,mission_phase_transformer,VAH15,3,0.007361062808620658,1.6944915056228638,2.1632354259490967,0.002
soh,mission_phase_transformer,VAH15,4,0.007075026199423991,1.9298677444458008,2.417907953262329,0.002
soh,mission_phase_transformer,VAH15,5,0.005603587114340223,2.2866690158843994,2.7235820293426514,0.002
soh,mission_phase_transformer,VAH15,6,0.00670693628146425,1.9529544115066528,2.313976526260376,0.001
soh,mission_phase_transformer,VAH15,7,0.004463859408404266,2.0101990699768066,2.3544437885284424,0.001
soh,mission_phase_transformer,VAH15,8,0.004920993418458382,2.0576796531677246,2.443547248840332,0.001
soh,mission_phase_transformer,VAH15,9,0.00442322279875667,1.7185524702072144,2.0833983421325684,0.001
soh,mission_phase_transformer,VAH15,10,0.004454941572190471,1.8417744636535645,2.1942098140716553,0.0005
soh,mission_phase_transformer,VAH16,1,0.020176498939256333,1.901710033416748,2.3688039779663086,0.002
soh,mission_phase_transformer,VAH16,2,0.008518120659656427,1.3636524677276611,1.729978322982788,0.002
soh,mission_phase_transformer,VAH16,3,0.007361062808620658,1.6866776943206787,2.1635310649871826,0.002
soh,mission_phase_transformer,VAH16,4,0.007075026199423991,1.9270143508911133,2.4174602031707764,0.002
soh,mission_phase_transformer,VAH16,5,0.005603587114340223,2.1863293647766113,2.6786346435546875,0.002
soh,mission_phase_transformer,VAH16,6,0.00670693628146425,1.8639698028564453,2.281144380569458,0.001
soh,mission_phase_transformer,VAH16,7,0.004463859408404266,1.91014564037323,2.315640449523926,0.001
soh,mission_phase_transformer,VAH16,8,0.004920993418458382,1.9810184240341187,2.419426202774048,0.001
soh,mission_phase_transformer,VAH16,9,0.00442322279875667,1.6824090480804443,2.0707473754882812,0.001
soh,mission_phase_transformer,VAH16,10,0.004454941572190471,1.7580323219299316,2.162332534790039,0.0005
soh,mission_phase_transformer,VAH17,1,0.01746001480787502,2.6994848251342773,4.801097869873047,0.002
soh,mission_phase_transformer,VAH17,2,0.007767403589603584,3.0540995597839355,5.082325458526611,0.002
soh,mission_phase_transformer,VAH17,3,0.005608223556330654,2.6538772583007812,4.598394393920898,0.002
soh,mission_phase_transformer,VAH17,4,0.005700240517697904,2.7149648666381836,4.679017543792725,0.002
soh,mission_phase_transformer,VAH17,5,0.0054436569575794964,2.672616481781006,4.44516134262085,0.002
soh,mission_phase_transformer,VAH17,6,0.004782534860852924,2.3903770446777344,4.200531005859375,0.002
soh,mission_phase_transformer,VAH17,7,0.005144381643486383,2.4903831481933594,4.341602325439453,0.002
soh,mission_phase_transformer,VAH17,8,0.0053748947569914685,2.479454517364502,4.251073837280273,0.002
soh,mission_phase_transformer,VAH17,9,0.004736167717918123,2.76792049407959,4.3896684646606445,0.002
soh,mission_phase_transformer,VAH17,10,0.005079631445019725,2.5892539024353027,4.314601421356201,0.001
soh,mission_phase_transformer,VAH17,11,0.003756181377823941,2.519510507583618,4.136886119842529,0.001
soh,mission_phase_transformer,VAH17,12,0.0038005822604632467,2.374298095703125,4.052307605743408,0.001
soh,mission_phase_transformer,VAH17,13,0.0036362599951038532,2.621351480484009,4.176615238189697,0.001
soh,mission_phase_transformer,VAH17,14,0.003835055440136305,2.46140193939209,3.9378881454467773,0.001
soh,mission_phase_transformer,VAH17,15,0.0037209388591869126,2.336512804031372,3.842783212661743,0.001
soh,mission_phase_transformer,VAH17,16,0.0038201971657261633,2.4649221897125244,3.9437308311462402,0.001
soh,mission_phase_transformer,VAH17,17,0.0038022231847016823,2.502096652984619,3.9471781253814697,0.001
soh,mission_phase_transformer,VAH17,18,0.0038463428353927988,2.453597068786621,3.825094699859619,0.001
soh,mission_phase_transformer,VAH17,19,0.0035420912466058497,2.4187803268432617,3.80208420753479,0.0005
soh,mission_phase_transformer,VAH17,20,0.003181428908731609,2.3475334644317627,3.6736488342285156,0.0005
soh,mission_phase_transformer,VAH17,21,0.003128169912307168,2.3775041103363037,3.6861751079559326,0.0005
soh,mission_phase_transformer,VAH17,22,0.003212704491122572,2.5634799003601074,3.736297607421875,0.0005
soh,mission_phase_transformer,VAH17,23,0.003216733521422764,2.452739715576172,3.6470324993133545,0.00025
soh,mission_phase_transformer,VAH20,1,0.019014663201647186,2.049865961074829,2.6786036491394043,0.002
soh,mission_phase_transformer,VAH20,2,0.00838840988188517,1.9634485244750977,3.081029176712036,0.002
soh,mission_phase_transformer,VAH20,3,0.005935400591174141,1.7002966403961182,2.855602741241455,0.002
soh,mission_phase_transformer,VAH20,4,0.006346587983137982,1.9724674224853516,3.847383737564087,0.002
soh,mission_phase_transformer,VAH20,5,0.006130296812922655,2.238738775253296,3.418088436126709,0.002
soh,mission_phase_transformer,VAH20,6,0.005772384527154685,2.195594072341919,3.19328236579895,0.002
soh,mission_phase_transformer,VAH20,7,0.005333936529765114,2.1883835792541504,3.2587051391601562,0.001
soh,mission_phase_transformer,VAH20,8,0.004492532263361845,1.8940353393554688,2.791665554046631,0.001
soh,mission_phase_transformer,VAH20,9,0.004423906335560821,2.1246047019958496,2.8296806812286377,0.001
soh,mission_phase_transformer,VAH20,10,0.00450351155735788,2.019751787185669,2.611567497253418,0.001
soh,mission_phase_transformer,VAH20,11,0.004043697094319303,1.863608717918396,2.2775628566741943,0.0005
soh,mission_phase_transformer,VAH22,1,0.018019797233579653,1.968783974647522,2.347503662109375,0.002
soh,mission_phase_transformer,VAH22,2,0.00796072934603098,1.6929844617843628,2.0520131587982178,0.002
soh,mission_phase_transformer,VAH22,3,0.006748134249676379,1.8252915143966675,2.180903673171997,0.002
soh,mission_phase_transformer,VAH22,4,0.006208967934012378,1.9066050052642822,2.3065338134765625,0.002
soh,mission_phase_transformer,VAH22,5,0.005643759432985193,1.9702396392822266,2.3282082080841064,0.002
soh,mission_phase_transformer,VAH22,6,0.0056671599243446865,2.0660252571105957,2.4870052337646484,0.001
soh,mission_phase_transformer,VAH22,7,0.0049601365408851635,1.9271646738052368,2.313115119934082,0.001
soh,mission_phase_transformer,VAH22,8,0.0042302128122130135,1.936350703239441,2.284013509750366,0.001
soh,mission_phase_transformer,VAH22,9,0.004336448725045272,1.6773455142974854,2.038201332092285,0.001
soh,mission_phase_transformer,VAH22,10,0.0041000805364552655,2.01475191116333,2.378338575363159,0.001
soh,mission_phase_transformer,VAH22,11,0.004456595262785707,2.0155861377716064,2.337695360183716,0.001
soh,mission_phase_transformer,VAH22,12,0.004497653198290007,2.063915252685547,2.417748212814331,0.001
soh,mission_phase_transformer,VAH22,13,0.003952659585114862,1.894417405128479,2.2605020999908447,0.0005
soh,mission_phase_transformer,VAH22,14,0.003745394901346646,1.9368066787719727,2.3435845375061035,0.0005
soh,mission_phase_transformer,VAH22,15,0.0036281408732348587,1.9684498310089111,2.345510721206665,0.0005
soh,mission_phase_transformer,VAH22,16,0.0037906136174153788,2.0095996856689453,2.3758339881896973,0.0005
soh,mission_phase_transformer,VAH22,17,0.00361955635994704,1.8751696348190308,2.2371275424957275,0.00025
soh,mission_phase_transformer,VAH23,1,0.020492902932208224,1.5729764699935913,2.042147159576416,0.002
soh,mission_phase_transformer,VAH23,2,0.007715088907431693,1.2853832244873047,1.648153305053711,0.002
soh,mission_phase_transformer,VAH23,3,0.007327306359673504,1.3001788854599,1.6455897092819214,0.002
soh,mission_phase_transformer,VAH23,4,0.0061955755464780035,1.6098467111587524,2.1658132076263428,0.002
soh,mission_phase_transformer,VAH23,5,0.005856791584672439,1.0385336875915527,1.2829564809799194,0.002
soh,mission_phase_transformer,VAH23,6,0.005837204764815596,1.9020136594772339,2.4296770095825195,0.002
soh,mission_phase_transformer,VAH23,7,0.00506160200543304,1.314435362815857,1.7338862419128418,0.002
soh,mission_phase_transformer,VAH23,8,0.005050958163647449,1.402552604675293,1.74830162525177,0.002
soh,mission_phase_transformer,VAH23,9,0.004869737045792556,1.6307352781295776,1.8751471042633057,0.001
soh,mission_phase_transformer,VAH23,10,0.004420888264221686,1.5649774074554443,2.0276851654052734,0.001
soh,mission_phase_transformer,VAH23,11,0.004117592980777205,1.3888839483261108,1.7662549018859863,0.001
soh,mission_phase_transformer,VAH23,12,0.004338982696865956,1.5221189260482788,1.947392463684082,0.001
soh,mission_phase_transformer,VAH23,13,0.0037051697343599985,1.493296504020691,1.8913218975067139,0.0005
soh,mission_phase_transformer,VAH24,1,0.019582366784543163,1.6999926567077637,2.774732828140259,0.002
soh,mission_phase_transformer,VAH24,2,0.008507145429255208,1.5073004961013794,1.9212121963500977,0.002
soh,mission_phase_transformer,VAH24,3,0.0064194709002062846,1.6501268148422241,2.27994966506958,0.002
soh,mission_phase_transformer,VAH24,4,0.006656236100579448,1.4479374885559082,1.7811074256896973,0.002
soh,mission_phase_transformer,VAH24,5,0.005968028522469135,1.933882236480713,2.4926676750183105,0.002
soh,mission_phase_transformer,VAH24,6,0.005232085233993638,1.9715793132781982,2.5914337635040283,0.002
soh,mission_phase_transformer,VAH24,7,0.004871550170469779,2.064624786376953,2.681462287902832,0.002
soh,mission_phase_transformer,VAH24,8,0.00534192506450724,1.9284850358963013,2.7786850929260254,0.001
soh,mission_phase_transformer,VAH24,9,0.004571461636045045,2.139397382736206,2.8506741523742676,0.001
soh,mission_phase_transformer,VAH24,10,0.0038575407577618047,2.1276040077209473,2.9174935817718506,0.001
