task,model,test_cell,epoch,train_huber,val_mae,val_rmse,learning_rate
soh,mission_phase_transformer,VAH24,11,0.004211935535237915,2.0590920448303223,2.8179521560668945,0.001
soh,mission_phase_transformer,VAH24,12,0.003879572091110961,2.3972506523132324,3.292854070663452,0.0005
soh,mission_phase_transformer,VAH25,1,0.01898286832455156,1.6752549409866333,2.1503286361694336,0.002
soh,mission_phase_transformer,VAH25,2,0.008165810475855446,1.7074462175369263,2.115272283554077,0.002
soh,mission_phase_transformer,VAH25,3,0.008519549979447667,2.109469413757324,2.7168869972229004,0.002
soh,mission_phase_transformer,VAH25,4,0.006080801901366716,1.9981383085250854,2.580767869949341,0.002
soh,mission_phase_transformer,VAH25,5,0.0062416116943026295,1.8478114604949951,2.281785011291504,0.001
soh,mission_phase_transformer,VAH25,6,0.004911690597677705,1.7647795677185059,2.303617238998413,0.001
soh,mission_phase_transformer,VAH25,7,0.004997181865225937,1.9109570980072021,2.4250717163085938,0.001
soh,mission_phase_transformer,VAH25,8,0.00468626220673951,1.5589925050735474,2.0110771656036377,0.001
soh,mission_phase_transformer,VAH25,9,0.004625348722297968,1.8978185653686523,2.4426674842834473,0.001
soh,mission_phase_transformer,VAH25,10,0.004558885735813819,1.846379041671753,2.334702253341675,0.001
soh,mission_phase_transformer,VAH25,11,0.004620074374521775,1.6903482675552368,2.1587576866149902,0.001
soh,mission_phase_transformer,VAH25,12,0.004678462731201813,1.724865198135376,2.175034999847412,0.0005
soh,mission_phase_transformer,VAH25,13,0.003978818932303535,1.6059273481369019,2.0326781272888184,0.0005
soh,mission_phase_transformer,VAH25,14,0.0038949872673533243,1.5462802648544312,1.9717272520065308,0.0005
soh,mission_phase_transformer,VAH25,15,0.0038671443235199724,1.6295177936553955,2.017738103866577,0.0005
soh,mission_phase_transformer,VAH25,16,0.00412145644692127,1.5499904155731201,1.9494026899337769,0.0005
soh,mission_phase_transformer,VAH25,17,0.0038721864973488436,1.407683253288269,1.7629097700119019,0.0005
soh,mission_phase_transformer,VAH25,18,0.003854231258208557,1.3614060878753662,1.724252700805664,0.0005
soh,mission_phase_transformer,VAH25,19,0.0038014995740564697,1.4476629495620728,1.780955195426941,0.0005
soh,mission_phase_transformer,VAH25,20,0.003763026726483699,1.2757151126861572,1.6021407842636108,0.0005
soh,mission_phase_transformer,VAH25,21,0.003757848109232091,1.4597176313400269,1.7864315509796143,0.0005
soh,mission_phase_transformer,VAH25,22,0.0036991456885954073,1.413284182548523,1.7076433897018433,0.0005
soh,mission_phase_transformer,VAH25,23,0.0037381542897920463,1.5039823055267334,1.8516442775726318,0.0005
soh,mission_phase_transformer,VAH25,24,0.003705061865708288,1.5121604204177856,1.8568780422210693,0.00025
soh,mission_phase_transformer,VAH25,25,0.003313329617006937,1.4761073589324951,1.8014270067214966,0.00025
soh,mission_phase_transformer,VAH25,26,0.0034211709292891208,1.443291425704956,1.7824915647506714,0.00025
soh,mission_phase_transformer,VAH25,27,0.0033804699904526813,1.4327294826507568,1.7767242193222046,0.00025
soh,mission_phase_transformer,VAH25,28,0.0033676959288165714,1.3696677684783936,1.6617259979248047,0.000125
soh,mission_phase_transformer,VAH26,1,0.019567262193244984,1.471656084060669,2.393496036529541,0.002
soh,mission_phase_transformer,VAH26,2,0.008155800707849147,1.760970115661621,2.31587290763855,0.002
soh,mission_phase_transformer,VAH26,3,0.006941425301360948,1.1084448099136353,1.8507016897201538,0.002
soh,mission_phase_transformer,VAH26,4,0.006920837611250214,1.636138677597046,2.059004783630371,0.002
soh,mission_phase_transformer,VAH26,5,0.0054645402527720675,1.3924837112426758,1.8812791109085083,0.002
soh,mission_phase_transformer,VAH26,6,0.005562484983442192,1.6985350847244263,2.218543529510498,0.002
soh,mission_phase_transformer,VAH26,7,0.004845764665612653,1.3696210384368896,1.7803845405578613,0.001
soh,mission_phase_transformer,VAH26,8,0.004226737229175602,1.5618544816970825,2.0396108627319336,0.001
soh,mission_phase_transformer,VAH26,9,0.003908765723012722,1.6615486145019531,2.123182773590088,0.001
soh,mission_phase_transformer,VAH26,10,0.004003702004518404,1.5795929431915283,2.0448246002197266,0.001
soh,mission_phase_transformer,VAH26,11,0.0038583514718426716,1.8156369924545288,2.3223676681518555,0.0005
soh,mission_phase_transformer,VAH27,1,0.019014663201647186,2.179373264312744,2.6435132026672363,0.002
soh,mission_phase_transformer,VAH27,2,0.00838840988188517,1.9953484535217285,2.4059791564941406,0.002
soh,mission_phase_transformer,VAH27,3,0.005935400591174141,1.7377010583877563,2.1606452465057373,0.002
soh,mission_phase_transformer,VAH27,4,0.006346587983137982,1.970273733139038,3.1756479740142822,0.002
soh,mission_phase_transformer,VAH27,5,0.006130296812922655,2.3006343841552734,3.0598056316375732,0.002
soh,mission_phase_transformer,VAH27,6,0.005772384527154685,2.227452516555786,2.9262397289276123,0.002
soh,mission_phase_transformer,VAH27,7,0.005333936529765114,2.2472615242004395,2.9641036987304688,0.001
soh,mission_phase_transformer,VAH27,8,0.004492532263361845,1.9568288326263428,2.556360960006714,0.001
soh,mission_phase_transformer,VAH27,9,0.004423906335560821,2.1862592697143555,2.70863938331604,0.001
soh,mission_phase_transformer,VAH27,10,0.00450351155735788,2.1045875549316406,2.5418739318847656,0.001
soh,mission_phase_transformer,VAH27,11,0.004043697094319303,1.9620516300201416,2.298898220062256,0.0005
soh,mission_phase_transformer,VAH28,1,0.019223857554768558,1.1568039655685425,1.722217082977295,0.002
soh,mission_phase_transformer,VAH28,2,0.008096902100330584,1.008705496788025,1.2080891132354736,0.002
soh,mission_phase_transformer,VAH28,3,0.0062925212218293124,1.3215231895446777,1.8117748498916626,0.002
soh,mission_phase_transformer,VAH28,4,0.005961750181916269,1.006293773651123,1.1824865341186523,0.002
soh,mission_phase_transformer,VAH28,5,0.005696095133538716,0.9262412786483765,1.1483728885650635,0.002
soh,mission_phase_transformer,VAH28,6,0.005735976316665148,1.1758618354797363,1.3131215572357178,0.002
soh,mission_phase_transformer,VAH28,7,0.005484132614146903,1.2127057313919067,1.5187913179397583,0.002
soh,mission_phase_transformer,VAH28,8,0.004880749270443943,1.2447731494903564,1.517772912979126,0.002
soh,mission_phase_transformer,VAH28,9,0.004917900623100062,1.0944719314575195,1.3640905618667603,0.001
soh,mission_phase_transformer,VAH28,10,0.004362155893241441,1.1163192987442017,1.3496538400650024,0.001
soh,mission_phase_transformer,VAH28,11,0.004229848693549922,0.9987337589263916,1.2650166749954224,0.001
soh,mission_phase_transformer,VAH28,12,0.00396448257605283,0.9624940752983093,1.1769745349884033,0.001
soh,mission_phase_transformer,VAH28,13,0.004029345494726009,1.0735514163970947,1.2727612257003784,0.0005
soh,mission_phase_transformer,VAH30,1,0.020340778369318933,1.0449109077453613,1.385810375213623,0.002
soh,mission_phase_transformer,VAH30,2,0.007403879345518252,1.5510505437850952,1.9441964626312256,0.002
soh,mission_phase_transformer,VAH30,3,0.006696552465314354,1.6534816026687622,1.9829517602920532,0.002
soh,mission_phase_transformer,VAH30,4,0.005874133486652342,1.5511233806610107,1.8509070873260498,0.002
soh,mission_phase_transformer,VAH30,5,0.0052160894139587025,1.3382047414779663,1.65019690990448,0.001
soh,mission_phase_transformer,VAH30,6,0.003915618121223945,1.1162370443344116,1.3976969718933105,0.001
soh,mission_phase_transformer,VAH30,7,0.004036619752217415,1.4817246198654175,1.821966528892517,0.001
soh,mission_phase_transformer,VAH30,8,0.004090513759477398,1.413517713546753,1.75030517578125,0.001
soh,mission_phase_transformer,VAH30,9,0.004021723758207606,1.032850742340088,1.2706565856933594,0.001
soh,mission_phase_transformer,VAH30,10,0.0039395410631224,1.2436213493347168,1.5381147861480713,0.001
soh,mission_phase_transformer,VAH30,11,0.003939896989193338,1.3459292650222778,1.6731302738189697,0.001
soh,mission_phase_transformer,VAH30,12,0.00397227782782845,1.4118258953094482,1.770148515701294,0.001
soh,mission_phase_transformer,VAH30,13,0.0038610164397147708,1.1803091764450073,1.4806615114212036,0.0005
soh,mission_phase_transformer,VAH30,14,0.003342341480995802,1.2191663980484009,1.5438536405563354,0.0005
soh,mission_phase_transformer,VAH30,15,0.0034221687784772646,1.3087103366851807,1.7260639667510986,0.0005
soh,mission_phase_transformer,VAH30,16,0.0033787454681651905,1.1840749979019165,1.487378716468811,0.0005
soh,mission_phase_transformer,VAH30,17,0.003486294321978284,1.1964612007141113,1.5185004472732544,0.00025
